1	0.0329035	0
2	0.0337757	0
3	0.0338981	0
4	0.033922	0
5	0.0339337	0
6	0.0339437	0
7	0.0339533	0
8	0.0339623	0
9	0.0339708	0
10	0.0339785	0
11	0.0339856	0
12	0.0339918	0
13	0.0339972	0
14	0.0340017	0
15	0.0340054	0
16	0.0340083	0
17	0.0340104	0
18	0.0340118	0
19	0.0340125	0
20	0.0340126	0
21	0.0340122	0
22	0.0340112	0
23	0.0340098	0
24	0.0340081	0
25	0.0340061	0
26	0.0340038	0
27	0.0340014	0
28	0.0339988	0
29	0.0339962	0
30	0.0339934	0
31	0.0339907	0
32	0.0339879	0
33	0.0339851	0
34	0.0339823	0
35	0.0339794	0
36	0.0339766	0
37	0.0339737	0
38	0.0339708	0
39	0.0339679	0
40	0.0339649	0
41	0.0339618	0
42	0.0339586	0
43	0.0339553	0
44	0.0339518	0
45	0.0339483	0
46	0.0339445	0
47	0.0339406	0
48	0.0339365	0
49	0.0339323	0
50	0.0339278	0
1001	0.0339232	0
