1	0.0302668	0
2	0.0301653	0
3	0.0301537	0
4	0.0301505	0
5	0.0301478	0
6	0.0301453	0
7	0.0301429	0
8	0.0301406	0
9	0.0301383	0
10	0.0301361	0
11	0.030134	0
12	0.0301319	0
13	0.0301299	0
14	0.0301279	0
15	0.0301259	0
16	0.030124	0
17	0.0301222	0
18	0.0301203	0
19	0.0301186	0
20	0.0301168	0
21	0.0301151	0
22	0.0301134	0
23	0.0301117	0
24	0.0301101	0
25	0.0301085	0
26	0.0301069	0
27	0.0301053	0
28	0.0301038	0
29	0.0301023	0
30	0.0301008	0
31	0.0300993	0
32	0.0300978	0
33	0.0300964	0
34	0.0300949	0
35	0.0300935	0
36	0.0300921	0
37	0.0300908	0
38	0.0300894	0
39	0.0300881	0
40	0.0300867	0
41	0.0300854	0
42	0.0300841	0
43	0.0300828	0
44	0.0300816	0
45	0.0300803	0
46	0.030079	0
47	0.0300778	0
48	0.0300766	0
49	0.0300753	0
50	0.0300741	0
51	0.0300729	0
52	0.0300717	0
53	0.0300706	0
54	0.0300694	0
55	0.0300682	0
56	0.0300671	0
57	0.0300659	0
58	0.0300648	0
59	0.0300637	0
60	0.0300625	0
61	0.0300614	0
62	0.0300603	0
63	0.0300592	0
64	0.0300581	0
65	0.030057	0
66	0.030056	0
67	0.0300549	0
68	0.0300538	0
69	0.0300528	0
70	0.0300517	0
71	0.0300507	0
72	0.0300496	0
73	0.0300486	0
74	0.0300475	0
75	0.0300465	0
76	0.0300455	0
77	0.0300445	0
78	0.0300435	0
79	0.0300425	0
80	0.0300415	0
81	0.0300405	0
82	0.0300395	0
83	0.0300385	0
84	0.0300375	0
85	0.0300366	0
86	0.0300356	0
87	0.0300346	0
88	0.0300337	0
89	0.0300327	0
90	0.0300318	0
91	0.0300308	0
92	0.0300299	0
93	0.0300289	0
94	0.030028	0
95	0.0300271	0
96	0.0300262	0
97	0.0300252	0
98	0.0300243	0
99	0.0300234	0
100	0.0300225	0
101	0.0300216	0
102	0.0300207	0
103	0.0300198	0
104	0.0300189	0
105	0.030018	0
106	0.0300171	0
107	0.0300163	0
108	0.0300154	0
109	0.0300145	0
110	0.0300137	0
111	0.0300128	0
112	0.0300119	0
113	0.0300111	0
114	0.0300102	0
115	0.0300094	0
116	0.0300085	0
117	0.0300077	0
118	0.0300069	0
119	0.030006	0
120	0.0300052	0
121	0.0300044	0
122	0.0300036	0
123	0.0300028	0
124	0.030002	0
125	0.0300012	0
126	0.0300004	0
127	0.0299996	0
128	0.0299988	0
129	0.029998	0
130	0.0299972	0
131	0.0299964	0
132	0.0299956	0
133	0.0299949	0
134	0.0299941	0
135	0.0299933	0
136	0.0299926	0
137	0.0299918	0
138	0.0299911	0
139	0.0299903	0
140	0.0299896	0
141	0.0299888	0
142	0.0299881	0
143	0.0299874	0
144	0.0299866	0
145	0.0299859	0
146	0.0299852	0
147	0.0299845	0
148	0.0299838	0
149	0.0299831	0
150	0.0299824	0
151	0.0299817	0
152	0.029981	0
153	0.0299803	0
154	0.0299796	0
155	0.0299789	0
156	0.0299783	0
157	0.0299776	0
158	0.0299769	0
159	0.0299763	0
160	0.0299756	0
161	0.029975	0
162	0.0299743	0
163	0.0299737	0
164	0.029973	0
165	0.0299724	0
166	0.0299718	0
167	0.0299711	0
168	0.0299705	0
169	0.0299699	0
170	0.0299693	0
171	0.0299687	0
172	0.0299681	0
173	0.0299675	0
174	0.0299669	0
175	0.0299663	0
176	0.0299657	0
177	0.0299651	0
178	0.0299645	0
179	0.029964	0
180	0.0299634	0
181	0.0299628	0
182	0.0299623	0
183	0.0299617	0
184	0.0299611	0
185	0.0299606	0
186	0.0299601	0
187	0.0299595	0
188	0.029959	0
189	0.0299584	0
190	0.0299579	0
191	0.0299574	0
192	0.0299569	0
193	0.0299564	0
194	0.0299558	0
195	0.0299553	0
196	0.0299548	0
197	0.0299543	0
198	0.0299538	0
199	0.0299533	0
200	0.0299529	0
201	0.0299524	0
202	0.0299519	0
203	0.0299514	0
204	0.0299509	0
205	0.0299505	0
206	0.02995	0
207	0.0299496	0
208	0.0299491	0
209	0.0299486	0
210	0.0299482	0
211	0.0299477	0
212	0.0299473	0
213	0.0299469	0
214	0.0299464	0
215	0.029946	0
216	0.0299456	0
217	0.0299452	0
218	0.0299447	0
219	0.0299443	0
220	0.0299439	0
221	0.0299435	0
222	0.0299431	0
223	0.0299427	0
224	0.0299423	0
225	0.0299419	0
226	0.0299415	0
227	0.0299411	0
228	0.0299407	0
229	0.0299403	0
230	0.02994	0
231	0.0299396	0
232	0.0299392	0
233	0.0299388	0
234	0.0299385	0
235	0.0299381	0
236	0.0299377	0
237	0.0299374	0
238	0.029937	0
239	0.0299367	0
240	0.0299363	0
241	0.029936	0
242	0.0299356	0
243	0.0299353	0
244	0.029935	0
245	0.0299346	0
246	0.0299343	0
247	0.029934	0
248	0.0299336	0
249	0.0299333	0
250	0.029933	0
251	0.0299327	0
252	0.0299323	0
253	0.029932	0
254	0.0299317	0
255	0.0299314	0
256	0.0299311	0
257	0.0299308	0
258	0.0299305	0
259	0.0299302	0
260	0.0299299	0
261	0.0299296	0
262	0.0299293	0
263	0.029929	0
264	0.0299287	0
265	0.0299285	0
266	0.0299282	0
267	0.0299279	0
268	0.0299276	0
269	0.0299273	0
270	0.0299271	0
271	0.0299268	0
272	0.0299265	0
273	0.0299262	0
274	0.029926	0
275	0.0299257	0
276	0.0299254	0
277	0.0299252	0
278	0.0299249	0
279	0.0299247	0
280	0.0299244	0
281	0.0299242	0
282	0.0299239	0
283	0.0299236	0
284	0.0299234	0
285	0.0299232	0
286	0.0299229	0
287	0.0299227	0
288	0.0299224	0
289	0.0299222	0
290	0.0299219	0
291	0.0299217	0
292	0.0299215	0
293	0.0299212	0
294	0.029921	0
295	0.0299208	0
296	0.0299205	0
297	0.0299203	0
298	0.0299201	0
299	0.0299198	0
300	0.0299196	0
301	0.0299194	0
302	0.0299192	0
303	0.0299189	0
304	0.0299187	0
305	0.0299185	0
306	0.0299183	0
307	0.0299181	0
308	0.0299178	0
309	0.0299176	0
310	0.0299174	0
311	0.0299172	0
312	0.029917	0
313	0.0299168	0
314	0.0299165	0
315	0.0299163	0
316	0.0299161	0
317	0.0299159	0
318	0.0299157	0
319	0.0299155	0
320	0.0299153	0
321	0.0299151	0
322	0.0299149	0
323	0.0299147	0
324	0.0299145	0
325	0.0299143	0
326	0.0299141	0
327	0.0299139	0
328	0.0299137	0
329	0.0299135	0
330	0.0299133	0
331	0.0299131	0
332	0.0299129	0
333	0.0299127	0
334	0.0299125	0
335	0.0299123	0
336	0.0299121	0
337	0.0299119	0
338	0.0299117	0
339	0.0299115	0
340	0.0299113	0
341	0.0299111	0
342	0.0299109	0
343	0.0299107	0
344	0.0299105	0
345	0.0299103	0
346	0.0299101	0
347	0.0299099	0
348	0.0299097	0
349	0.0299095	0
350	0.0299093	0
351	0.0299091	0
352	0.0299089	0
353	0.0299087	0
354	0.0299085	0
355	0.0299083	0
356	0.0299081	0
357	0.0299079	0
358	0.0299077	0
359	0.0299076	0
360	0.0299074	0
